ResponseID,StartDate,EndDate,Finished,totalduration,laybeliefs1,laybeliefs2,rtlaybeliefs1,laybeliefs3,laybeliefs4,rtlaybeliefs2,laybeliefs5,laybeliefs6,rtlaybeliefs3,laybeliefs7,laybeliefs8,rtlaybeliefs4,personalitylay1,personalitylay2,personalitylay3,policy1,rtpolicy1,policy2,rtpolicy2,policy3,rtpolicy3,policy4,rtpolicy4,openended,reader,reader1,reader2,english,gender,genderspecify,age,politicalavg,political1,political2,political3,white,black,latin,native,eastasia,southeast,southasia,middleeast,otherrace,racespecify,workstatus,edu,class,country,countryspecify,citizen,citizenspecify,born,bornspecify,HITsubmitted,HITsubmittedyes,demomerge,persavg,incavg,inccen,layavg,laycen,laycenXinccen,dvavg,gibberish,supportavg,entavg,entcen,entcenXlaycen,eplus1sd,eminus1sd,eplus1sdXlaycen,eminus1sdXlaycen,lay_beliefs,mindset_about_personality,layavgXentavg
R_usI2mslpM9Z2qsx,1/12/2021 21:19:08,1/12/2021 21:23:16,1,248,5,3,11.719,3,3,13.924,2,1,11.632,3,2,13.927,5,6,6,1,24.665,1,9.584,1,14.465,1,7.807,that the government wants to judge us by face,0,1,6,1,1, ,47,4.333333492,5,4,4,1, , , , , , , , , ,3,4,1,1, ,1, ,1, ,1,matched (3),matched (3),5.666666508,1.333333492,-2.385620832,2.75,-0.018382354,0.043853328,1,0,1,5.666666508,2.385620832,-0.043853328,3.722844362,1.048397422,-0.068434641,-0.019272013,2.75,5.666666508,15.58333302
R_1LBBSwJPpmpQwIQ,1/12/2021 20:56:32,1/12/2021 20:58:32,1,119,2,2,7.19,2,2,4.109,2,2,6.861,2,2,3.896,4,5,3,1,9.774,1,5.399,1,8.44,1,4.96,Facial profiling wants to replace peoples real people's decision making.,1,none,none,1,2, ,45,2,2,2,2,1, , , , , , , , , ,3,5,3,1, ,1, ,1, ,1,matched (3),matched (3),4,3,-0.718954265,2,-0.76838237,0.552431762,1,0,1,4,0.718954265,-0.552431762,2.056177616,-0.618269205,-1.579930663,0.475067168,2,4,8
R_1duhY7vXWsMbaaR,1/12/2021 19:52:30,1/12/2021 19:58:40,1,369,5,5,12.764,5,5,8.091,1,5,29.536,5,5,7.395,4,4,4,1,53.79,2,32.509,1,41.154,2,33.575,The use of facial profile technology to place people in different categories for easier gathering of data about them.,1,None,None,1,1, ,52,1,1,1,1, , , , , , , , ,1,Black,8,3,3,1, ,1, ,1, ,1,matched (3),matched (3),4,3,-0.718954265,4.5,1.731617689,-1.244953871,1.5,0,1.5,4,0.718954265,1.244953871,2.056177616,-0.618269205,3.560513496,-1.070605874,4.5,4,18
R_26llM3oT1ObjxUA,1/12/2021 17:23:38,1/12/2021 17:30:30,1,412,3,2,40.792,3,3,7.646,1,3,16.054,3,3,12.499,4,5,4,1,48.457,3,25.848,1,25.353,1,13.568,The main point of the statement is using facial profiling to estimate the likelihood of someone fitting a class or not.,1,none,none,1,1, ,57,3.666666746,3,3,5, ,1, , , , , , , , ,3,5,3,1, ,1, ,1, ,1,matched (3),matched (3),4.333333492,2.666666508,-1.052287698,2.625,-0.143382356,0.150879487,1.5,0,1.5,4.333333492,1.052287698,-0.150879487,2.389511108,-0.284935772,-0.342613727,0.040854763,2.625,4.333333492,11.375
R_PIGdq0As2G4gdGh,1/12/2021 21:54:57,1/12/2021 21:58:39,1,222,3,3,19.88,2,2,13.067,2,2,5.58,2,2,10.093,4,4,4,1,19.143,1,11.981,1,15.189,1,21.74,They all asked whether I approved of using facial recognition technology to judge people's character.,1,none,none,1,1, ,29,2,2,2,2,1, ,1, , , , , , , ,3,6,4,1, ,1, ,1, ,1,matched (3),matched (3),4,3,-0.718954265,2.25,-0.51838237,0.372693211,1,0,1,4,0.718954265,-0.372693211,2.056177616,-0.618269205,-1.065886259,0.320499867,2.25,4,9
R_2qEgomWLGV6apwv,1/12/2021 20:11:44,1/12/2021 20:16:14,1,269,3,2,14.266,4,2,12.716,4,5,14.801,4,3,11.505,4,3,3,1,37.22,1,14.207,1,37.88,1,21.9,Facial characteristics reflect different qualities of a person.,1,none,none,1,1, ,35,1.333333373,2,1,1, ,1, , , , , , , , ,4,5,2,1, ,1, ,1, ,1,matched (3),matched (3),3.333333254,3.666666746,-0.052287512,3.375,0.60661763,-0.031718526,1,0,1,3.333333254,0.052287508,0.031718522,1.389510989,-1.284935951,0.842901886,-0.779464781,3.375,3.333333254,11.25
R_u4vBWGupJLSgUMN,1/12/2021 21:11:25,1/12/2021 21:13:34,1,128,4,3,9.618,3,3,5.988,2,3,7.767,3,3,4.275,3,3,3,1,9.212,2,8.082,1,10.405,1,5.62,They all discussed using facial profiling to infer about certain character traits.,1,none,none,1,1, ,20,2,2,2,2, , , , , , ,1, , , ,1,3,2,1, ,1, ,1, ,1,matched (3),matched (3),3,4,0.281045735,3,0.231617644,0.065095149,1.25,0,1.25,3,-0.281045735,-0.065095149,1.056177735,-1.618269205,0.244629398,-0.374819696,3,3,9
R_1FVqnwuDhBa6Jpv,1/12/2021 20:54:40,1/12/2021 21:02:03,1,443,3,3,26.686,3,3,13.074,2,4,24.579,3,3,12.157,3,4,3,1,86.082,1,28.086,1,23.877,2,14.722,The main point was about using facial recognition to determine different traits about people simply by using a picture of their face.,1,none,none,1,2, ,64,3.333333254,4,3,3,1, , , , , , , , , ,8,2,3,1, ,1, ,1, ,1,matched (3),matched (3),3.333333254,3.666666746,-0.052287512,3,0.231617644,-0.01211071,1.25,0,1.25,3.333333254,0.052287508,0.012110709,1.389510989,-1.284935951,0.32183525,-0.297613829,3,3.333333254,10
R_3I5evVN9TWjwgZ5,1/12/2021 20:12:20,1/12/2021 20:16:01,1,221,5,5,8.559,4,5,13.522,3,4,61,4,4,6.563,2,2,2,2,16.339,1,7.501,2,14.863,1,6.201,Facial profiling is being considered as a way to determine someone's character.,1,none,none,1,1, ,60,1,1,1,1,1, , , , , , , , , ,3,5,3,1, ,1, ,1, ,1,matched (3),matched (3),2,5,1.281045794,4.25,1.481617689,1.898020148,1.5,0,1.5,2,-1.281045794,-1.898020148,0.056177665,-2.618269205,0.083233818,-3.879273891,4.25,2,8.5
R_2ZBJVRkZ1QbQWXA,1/12/2021 20:58:19,1/12/2021 21:05:07,1,407,1,1,18.279,1,1,4.7,1,1,8.277,1,1,8.716,1,1,1,1,81.875,1,25.73,1,50.733,1,19.567,"Facial profiling software has made significant advances recently. Many industries are considering allowing its use, e.g., the New York police department, banks, schools, and corporations in order to help decide about peoples' trustworthiness, character, and intellectual potential.",1,none,none,2,1, ,44,1.666666627,2,2,1,1, , , , , , , , , ,3,6,3,1, ,1, ,0,Germany,1,matched (3),matched (3),1,6,2.281045675,1,-1.768382311,-4.033761024,1,0,1,1,-2.281045675,4.033761024,-0.943822205,-3.618269205,1.669038534,6.398483276,1,1,1
R_123ZoYzRX2F9l9v,1/12/2021 21:46:20,1/12/2021 21:50:43,1,262,3,1,8.248,2,2,4.278,2,2,5.219, , ,12.907,3,3,3,5,75.268,5,7.143,4,14.063,4,5.121,"i think recognition software should be used for protection and safety (police, military) but other than that it starts to infringe on people's rights to privacy",1,none,none,1,2, ,35,4,4,4,4,1, , , , , , , , , ,3,6,4,1, ,1, ,1, ,1,matched (3),matched (3),3,4,0.281045735,2,-0.76838237,-0.215950593,4.5,0,4.5,3,-0.281045735,0.215950593,1.056177735,-1.618269205,-0.811548352,1.243449569,2,3,6
R_BRN8e9eby1fljsR,1/12/2021 20:21:00,1/12/2021 20:25:16,1,255,4,4,13.785,4,4,9.086,2,4,15.707,4,4,6.706,4,4,4,1,25.983,1,12.372,1,14.023,1,7.89,Using photo ID to determine certain things about people., , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,master only (1),4,3,-0.718954265,3.75,0.98161763,-0.705738187,1,0,1,4,0.718954265,0.705738187,2.056177616,-0.618269205,2.018380165,-0.60690397,3.75,4,15
R_3nvAEO9dyUKF4vO,1/12/2021 17:23:47,1/12/2021 17:27:21,1,214,4,4,11.252,4,4,5.573,2,4,8.192,4,4,5.605,2,3,2,2,23.913,2,12.184,2,17.195,2,7.85,"The scenarios presented had to do with using facial recognition software to judge people based on their likelihood of doing certain things, like committing crime or doing well in school. The questions asked whether I supported such technology usage.",1,none,none,1,1, ,22,2,2,2,2, , , , , , ,1, , , ,4,5,1,1, ,1, ,1, ,1,matched (3),matched (3),2.333333254,4.666666985,0.947712719,3.75,0.98161763,0.930291533,2,0,2,2.333333254,-0.947712481,-0.930291295,0.389510989,-2.284935951,0.382350862,-2.242933512,3.75,2.333333254,8.75
R_27CBbtv5FknQNGX,1/12/2021 20:47:43,1/12/2021 20:53:38,1,354,3,2,83.644,2,2,74.905,2,5,8.138,2,2,9.101,4,4,4,5,25.581,5,5.254,4,8.557,4,4.555,Do I support the use by X of facial profling.,1,none,none,1,2, ,39,5.666666508,6,5,6, , ,1, , , , , , , ,3,5,3,1, ,1, ,1, ,1,matched (3),matched (3),4,3,-0.718954265,2.5,-0.268382341,0.19295463,4.5,0,4.5,4,0.718954265,-0.19295463,2.056177616,-0.618269205,-0.551841736,0.165932536,2.5,4,10
R_2xKS9S85Auji6cK,1/12/2021 20:47:32,1/12/2021 20:53:24,1,351,3,5,38.773,2,3,28.504,2,4,11.584,3,4,7.621,5,3,5,6,6.915,2,8.532,1,10.063,1,4.763,I do not think that physical appearance dictates a specific character.,0,8,12,1,2, ,39,4,4,4,4,1, , , , , , , , , ,3,6,3,1, ,1, ,1, ,1,matched (3),matched (3),4.333333492,2.666666508,-1.052287698,3.25,0.481617659,-0.506800354,2.5,0,2.5,4.333333492,1.052287698,0.506800354,2.389511108,-0.284935772,1.150830746,-0.137230098,3.25,4.333333492,14.08333397
R_DobGKtrTwMHts77,1/12/2021 21:09:44,1/12/2021 21:15:07,1,323,2,2,11.616,2,1,8.389,1,2,9.037,2,1,7.391,5,5,5,1,29.646,1,10.905,1,17.545,1,11.711,That face recognition technology can be used in several fields to identify people who display attributes that the user is looking at to use or exploit,1,none,none,1,2, ,71,3.333333254,3,3,4,1, , , , , , , , , ,8,6,2,1, ,1, ,1, ,1,matched (3),matched (3),5,2,-1.718954206,1.625,-1.143382311,1.965421796,1,0,1,5,1.718954206,-1.965421796,3.056177616,0.381730735,-3.49437952,-0.436464161,1.625,5,8.125
R_2BkBnDfxztThMZB,1/12/2021 17:24:53,1/12/2021 17:29:08,1,254,4,3,9.483,4,4,6.226,4,4,24.678,4,4,8.179,2,2,2,1,28.345,2,9.857,2,13.327,2,5.218,measuring thoughts on safety of facial recognition software in various scenarios,1,none,none,1,2, ,26,2,2,2,2,1, , , , , , , , , ,4,5,2,1, ,1, ,1, ,1,matched (3),matched (3),2,5,1.281045794,3.875,1.106617689,1.417627931,1.75,0,1.75,2,-1.281045794,-1.417627931,0.056177665,-2.618269205,0.062167197,-2.897423029,3.875,2,7.75
R_sMRhEbChA9pkfkd,1/12/2021 20:46:55,1/12/2021 20:50:13,1,197,2,3,22.163,3,3,13.187,3,3,7.568,3,3,4.867,5,5,5,1,19.582,1,6.958,1,6.49,1,5.854,using facial features to justify outcome of desisions,1, none,none,1,1, , ,4,4,4,4,1, , , , , , , , , ,3,2,1,1, ,1, ,1, ,1,matched (3),matched (3),5,2,-1.718954206,2.875,0.106617644,-0.183270842,1,0,1,5,1.718954206,0.183270842,3.056177616,0.381730735,0.32584247,0.040699232,2.875,5,14.375
R_3Ibv1fk5qIn7CSd,1/12/2021 20:02:43,1/12/2021 20:06:16,1,212,3,3,13.608,3,3,6.842,3,3,9.971,3,3,8.661,4,4,4,1,33.157,1,9.342,1,8.318,1,5.954,"The questions asked if I supported the use of facial profiling in a variety of uses such as criminality, school achievement, the military.",1,none,none,1,2, , ,1.666666627,2,2,1,1, , , , , , , , , ,7,7,3,1, ,1, ,1, ,1,matched (3),matched (3),4,3,-0.718954265,3,0.231617644,-0.166522488,1,0,1,4,0.718954265,0.166522488,2.056177616,-0.618269205,0.476247013,-0.143202052,3,4,12
R_TuSYVoP5APJCvpD,1/12/2021 21:18:56,1/12/2021 21:22:56,1,239,2,2,10.367,2,2,8.688,1,2,7.809,2,2,7.988,2,3,3,1,41.738,1,13.69,1,31.465,1,12.683,New facial recognition software is claiming to be able to help in many wide areas in our society by picking out who will succeed vs. who won't in various fields.,1,none,none,1,2, ,34,1.666666627,2,2,1,1, , , , , , , , , ,3,5,3,1, ,1, ,1, ,1,matched (3),matched (3),2.666666746,4.333333015,0.61437875,1.875,-0.89338237,-0.548875153,1,0,1,2.666666746,-0.614378989,0.548875332,0.722844481,-1.951602459,-0.64577651,1.743527174,1.875,2.666666746,5
R_eEaCdptBHPPMRgJ,1/12/2021 20:53:43,1/12/2021 20:55:49,1,125,1,1,7.677,1,1,6,2,2,10.447,2,1,6.001,5,5,5,1,14.4,1,5.379,1,5.1,1,4.7,Whether I support using facial recognition for various things. NO. I do not.,1,none,none,1,1, ,27,1,1,1,1,1, , , , , , , , , ,3,3,1,1, ,1, ,1, ,1,matched (3),matched (3),5,2,-1.718954206,1.375,-1.393382311,2.395160437,1,0,1,5,1.718954206,-2.395160437,3.056177616,0.381730735,-4.258423805,-0.53189683,1.375,5,6.875
R_2s6dDygofXyjvLP,1/12/2021 21:12:25,1/12/2021 21:15:37,1,192,2,1,9.774,1,1,5.993,2,1,8.594,1,1,6.266,2,2,2,1,29.898,1,9.663,1,26.886,1,6.645,Facial profiling can predict people's behavior allowing people to prejudge them in various ways.,1,none,none,1,1, ,47,2.333333254,3,3,1,1, , , , , , , , , ,7,7,5,1, ,1, ,1, ,1,matched (3),matched (3),2,5,1.281045794,1.25,-1.518382311,-1.945117235,1,0,1,2,-1.281045794,1.945117235,0.056177665,-2.618269205,-0.085299172,3.975533724,1.25,2,2.5
R_2106rGzliv2j1BC,1/12/2021 20:34:13,1/12/2021 20:36:44,1,151,4,1,8.772,3,1,7.073,1,3,7.916,1,1,4.215,3,2,2,1,9.889,3,10.542,1,7.423,3,5.498,I believe the main points was judging someones character based upon their appearance.,1,none,none,1,1, ,31,3,2,3,4,1, , , , , , , , , ,3,5,3,1, ,1, ,1, ,1,matched (3),matched (3),2.333333254,4.666666985,0.947712719,1.875,-0.89338237,-0.846669853,2,0,2,2.333333254,-0.947712481,0.846669614,0.389510989,-2.284935951,-0.347982258,2.041321516,1.875,2.333333254,4.375
R_1mxixDrIhQPcmEv,1/12/2021 20:15:06,1/12/2021 20:18:10,1,184,5,4,7.287,4,4,14.76,4,5,11.722,4,4,5.143,5,5,5,1,11.997,1,9.479,1,7.25,1,4.804,That a software company created an app to use facial recognition to determine various traits about people,1,none,none,1,1, ,43,6,6,6,6,1, , , , , , , , , ,3,5,4,1, ,1, ,1, ,1,matched (3),matched (3),5,2,-1.718954206,4.25,1.481617689,-2.546833038,1,0,1,5,1.718954206,2.546833038,3.056177616,0.381730735,4.528086662,0.565578997,4.25,5,21.25
R_1GQDR7tH3xlZdKh,1/12/2021 20:15:49,1/12/2021 20:19:17,1,207,6,6,8.737,5,6,6.782,5,5,9.452,5,5,8.127,4,4,4,1,21.748,1,9.994,2,15.502,2,8.535,"Companies, schools and banks use facial recognition to assume the characteristics of a person.",1,none,none,1,1, ,52,5.333333492,6,4,6,1, , , , , , , , , ,5,3,3,1, ,1, ,1, ,1,matched (3),matched (3),4,3,-0.718954265,5.375,2.606617689,-1.874038935,1.5,0,1.5,4,0.718954265,1.874038935,2.056177616,-0.618269205,5.359668732,-1.611591458,5.375,4,21.5
R_ZwqtBNmvlIj71C1,1/12/2021 17:22:50,1/12/2021 17:32:37,1,587,4,4,20.349,4,4,12.101,3,4,49.176,3,3,19.025,1,1,1,1,135.201,1,22.421,1,64.258,1,43.202,You can tell alot about a person based on their appearance.,1,none,none,1,2, ,35,4,4,4,4, , ,1, , , , , , , ,3,2,2,1, ,1, ,1, ,1,matched (3),matched (3),1,6,2.281045675,3.625,0.85661763,1.953983903,1,0,1,1,-2.281045675,-1.953983903,-0.943822205,-3.618269205,-0.808494747,-3.099473238,3.625,1,3.625
R_2y8fooJyOKOx8BQ,1/12/2021 21:45:54,1/12/2021 21:54:20,1,506,3,3,8.899,2,2,5.187,1,1,7.76,1,1,52.33,6,6,6,1,136.555,1,8.576,1,7.756,1,6.306,They were saying that facial profiling allows different organizations like schools and the military to make judgements about people...their IQ or chance of committing a crime etc.,1,none,none,1,2, ,42,4,4,4,4,1, , , , , , , , , ,3,5,2,1, ,1, ,1, ,1,matched (3),matched (3),6,1,-2.718954325,1.75,-1.018382311,2.768934965,1,0,1,6,2.718954325,-2.768934965,4.056177616,1.381730914,-4.130739689,-1.407130361,1.75,6,10.5
R_2abgLwAjCgcfC4W,1/12/2021 17:13:39,1/12/2021 17:22:57,1,557,5,5,13.589,5,6,73.336,6,4,17.304,6,5,24.203,6,5,5,6,10.944,7,6.616,4,4.848,5,8.21,Questions about life,1,none,none,1,1, ,30,4.666666508,7,6,1, ,1, , , , , , , , ,3,7,3,1, ,1, ,1, ,1,matched (3),matched (3),5.333333492,1.666666508,-2.052287817,5.25,2.481617689,-5.092993736,5.5,1,5.5,5.333333492,2.052287817,5.092993736,3.389511347,0.715064347,8.411471367,1.774516344,5.25,5.333333492,28
R_3lEqFmyYHJjdu0S,1/12/2021 20:04:48,1/12/2021 20:09:31,1,282,3,2,12.455,3,2,9.451,2,4,9.734,2,2,9.544,3,4,4,1,34.048,1,9.72,1,11.928,1,4.858,Facial profiling is a technology used to judge the likelihood of a person's character or traits.,1,none,none,1,1, ,33,2.333333254,2,2,3, ,1, , , , , , , , ,3,3,1,1, ,1, ,1, ,1,matched (3),matched (3),3.666666746,3.333333254,-0.385621011,2.5,-0.268382341,0.103493869,1,0,1,3.666666746,0.385621011,-0.103493869,1.722844481,-0.951602459,-0.462381035,0.255393296,2.5,3.666666746,9.166666985
R_1Qs8KHahekU7PTQ,1/12/2021 19:41:56,1/12/2021 19:46:43,1,287,3,1,14.368,1,1,9.879,1,1,13.716,1,1,10.454,2,1,1,1,39.61,1,17.635,1,27.604,1,13.908,Facial recognition software is being considered to profile people for numerous different aspects in life.,1,none,none,1,1, ,55,4,4,4,4,1, , , , , , , , , ,3,6,3,1, ,1, ,1, ,1,matched (3),matched (3),1.333333373,5.666666508,1.947712302,1.25,-1.518382311,-2.95737195,1,0,1,1.333333373,-1.947712421,2.957372189,-0.610488951,-3.284935951,0.92695564,4.987788677,1.25,1.333333373,1.666666746
R_3iIiCJmxz9JtEla,1/12/2021 17:40:53,1/12/2021 17:45:18,1,265,1,1,6.684,1,1,4.284,1,4,11.827,1,1,6.427,2,2,2,4,22.08,4,9.132,4,9.345,3,42.633,I have evaluated on the scale how much I support schools' use of facial profiling technology. /,1,none,none,1,2, ,37,7,7,7,7,1, , , , , , , , , ,3,6,4,1, ,1, ,1, ,1,matched (3),matched (3),2,5,1.281045794,1.375,-1.393382311,-1.784986496,3.75,0,3.75,2,-1.281045794,1.784986496,0.056177665,-2.618269205,-0.078276962,3.648250103,1.375,2,2.75
R_1r9shSJvmxM8VYL,1/12/2021 20:19:40,1/12/2021 20:23:43,1,242,4,4,60.428,4,4,3.849,3,4,8.235,4,4,3.656,4,4,5,1,21.513,1,5.763,1,37.55,1,5.165,Technology shouldn't be used to profile people's character traits vs. human's ability to profile.,1,none,none,1,1, ,46,7,7,7,7,1, , , , , , , , , ,6,6,3,1, ,1, ,1, ,1,matched (3),matched (3),4.333333492,2.666666508,-1.052287698,3.875,1.106617689,-1.164480209,1,0,1,4.333333492,1.052287698,1.164480209,2.389511108,-0.284935772,2.644275188,-0.315314978,3.875,4.333333492,16.79166794
R_3qVy3HluQilBM5Y,1/12/2021 20:28:23,1/12/2021 20:30:45,1,141,5,4,6.923,5,5,6.174,1,6,8.442,4,4,7.301,1,1,1,1,18.901,1,6.838,1,5.553,1,7.201,Facial profiling was to be used to determine things such as...criminals...school entrance...bravery...etv,1,none,none,1,1, ,42,3,4,4,1,1, , , , , , , , , ,3,2,3,1, ,1, ,1, ,1,matched (3),matched (3),1,6,2.281045675,4.25,1.481617689,3.379637718,1,0,1,1,-2.281045675,-3.379637718,-0.943822205,-3.618269205,-1.398383617,-5.360891819,4.25,1,4.25
R_1Fyx8QGFcUeo3p5,1/12/2021 21:36:34,1/12/2021 21:48:49,1,735,1,1,7.736,1,1,4.419,1,1,7.766,1,1,5.2,2,2,2,1,234.094,1,6.784,1,9.536,1,24.328,The main points were that organizations were thinking about using facial profiling to determine various aspects of people in those organizations.,1,none,none,1,1, ,48,1,1,1,1,1, , , , , , , , , ,3,5,3,1, ,1, ,1, ,1,matched (3),matched (3),2,5,1.281045794,1,-1.768382311,-2.265378714,1,0,1,2,-1.281045794,2.265378714,0.056177665,-2.618269205,-0.09934359,4.630100727,1,2,2
R_3rJmWSl32XlNyKe,1/12/2021 17:40:49,1/12/2021 17:46:14,1,325,5,5,8.65,5,5,6.422,5,5,8.045,5,5,7.963,6,6,6,4,60.681,5,16.364,6,23.176,6,17.437,"a facial app that can help detect the IQ of students for recruiting army, for security etc and you wanted me to give my idea if I'm in support or against",1,none,none,1,1, ,32,1,1,1,1,1, , , , , , , , , ,3,5,3,1, ,1, ,1, ,1,matched (3),matched (3),6,1,-2.718954325,5,2.231617689,-6.067666531,5.25,0,5.25,6,2.718954325,6.067666531,4.056177616,1.381730914,9.051837921,3.08349514,5,6,30
R_cOzfgqs5df0HqmJ,1/12/2021 19:23:01,1/12/2021 19:27:58,1,296,5,5,15.698,5,5,8.473,5,5,7.728,5,5,7.433,3,2,2,1,84.933,1,21.367,1,19.611,1,27.958,"by looking at a persons face, you can tell what kind of a person they are which I disagree with",1,none,none,1,1, ,69,1,1,1,1,1, , , , , , , , , ,8,2,2,1, ,1, ,1, ,1,matched (3),matched (3),2.333333254,4.666666985,0.947712719,5,2.231617689,2.114932537,1,0,1,2.333333254,-0.947712481,-2.114931822,0.389510989,-2.284935951,0.869239628,-5.099103451,5,2.333333254,11.66666603
R_9El2ye2l76NGXOF,1/12/2021 17:19:21,1/12/2021 17:25:07,1,345,3,3,18.605,3,2,9.991,1,2,8.953,2,2,9.057,3,3,3,3,57.522,4,12.942,2,8.777,2,14.449,Using Facial profiling app in the school admission process.,1,none,none,1,1, ,33,5,5,5,5,1, , , , , , , , , ,3,5,3,1, ,1, ,1, ,1,matched (3),matched (3),3,4,0.281045735,2.25,-0.51838237,-0.14568916,2.75,0,2.75,3,-0.281045735,0.14568916,1.056177735,-1.618269205,-0.547503889,0.838882208,2.25,3,6.75
R_aViVJlKhBRLmIut,1/12/2021 21:07:42,1/12/2021 21:09:26,1,103,3,3,6.097,3,3,4.559,2,4,6.565,3,3,3.601,1,1,1,2,7.792,2,6.201,1,5.338,1,4.913,I was responding to statements about different agencies using facial recognition software to predict characteristics about an invidiual,1,none,none,1,1, , ,5.666666508,6,6,5,1, , , , , , , , , ,1,2,4,1, ,1, ,1, ,1,matched (3),matched (3),1,6,2.281045675,3,0.231617644,0.528330445,1.5,0,1.5,1,-2.281045675,-0.528330445,-0.943822205,-3.618269205,-0.218605876,-0.838055015,3,1,3
R_1r8sNtrCix22THG,1/12/2021 19:55:11,1/12/2021 19:58:20,1,188,2,3,6.797,3,3,5.536,2,3,7.659,2,2,7.455,5,5,5,1,23.229,1,13.338,1,18.053,1,6.943,"Support for the use of facial recognition in a variety of tasks, ie criminality assessment, banking, schooling.",1,none,none,1,2, ,31,2,1,1,4,1, , , , , , , , , ,3,5,4,1, ,1, ,1, ,1,matched (3),matched (3),5,2,-1.718954206,2.5,-0.268382341,0.461336941,1,0,1,5,1.718954206,-0.461336941,3.056177616,0.381730735,-0.820224106,-0.10244979,2.5,5,12.5
R_1InsuZ4o9b8Ofys,1/12/2021 20:54:31,1/12/2021 20:59:56,1,325,1,1,11.254,1,1,7.542,1,1,10.995,1,1,9.573,1,1,1,1,38.253,1,15.367,1,24.819,1,10.468,"That facial profiling can tell if people are more apt to be criminals, what their intellegence is or if they are brave, etc.",1,none,none,1,1, ,59,6.333333492,7,7,5,1, , , , , , , , , ,3,4,1,1, ,1, ,1, ,1,matched (3),matched (3),1,6,2.281045675,1,-1.768382311,-4.033761024,1,0,1,1,-2.281045675,4.033761024,-0.943822205,-3.618269205,1.669038534,6.398483276,1,1,1
R_1Kkf2mJQsDemtn6,1/12/2021 20:35:29,1/12/2021 20:39:25,1,236,4,3,10.177,3,3,6.156,4,3,10.782,3,3,7.673,4,4,4,2,59.14,1,7.406,1,4.983,1,5.651,if facial recognition software should be used to classify people,1,none,none,1,1, ,45,2,2,2,2,1, , , , , , , , , ,3,5, ,1, ,1, ,1, ,1,matched (3),matched (3),4,3,-0.718954265,3.25,0.481617659,-0.346261084,1.25,0,1.25,4,0.718954265,0.346261084,2.056177616,-0.618269205,0.990291476,-0.297769368,3.25,4,13
R_22EOBdsy9yPts73,1/12/2021 20:25:37,1/12/2021 20:30:18,1,281,3,3,13.641,3,3,20.515,3,3,22.733,3,3,7.623,1,1,1,1,32.363,1,22.712,1,9.471,1,25.12,my reactions to facial recognition software,1,none,none,1,2, ,56,4,4,4,4,1, , , , , , , , , ,3,6,3,1, ,1, ,1, ,1,matched (3),matched (3),1,6,2.281045675,3,0.231617644,0.528330445,1,0,1,1,-2.281045675,-0.528330445,-0.943822205,-3.618269205,-0.218605876,-0.838055015,3,1,3
R_1BPf3fTZXxfWTPE,1/12/2021 21:06:45,1/12/2021 21:14:06,1,441,4,4,25.934,4,4,22.672,4,5,18.962,5,4,17.089,3,3,3,1,54.596,1,22.72,1,56.305,1,20.433,facial recognition can be used to judge people., , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,master only (1),3,4,0.281045735,4.25,1.481617689,0.41640234,1,0,1,3,-0.281045735,-0.41640234,1.056177735,-1.618269205,1.564851642,-2.397656202,4.25,3,12.75
R_1CsyBlPbrqKKg92,1/12/2021 20:16:43,1/12/2021 20:23:56,1,433,1,1,9.532,1,1,11.945,1,1,8.572,1,1,32.341,2,2,2,1,35.344,1,27.776,1,28.436,1,41.86,"That facial recognition can be used to predict is someone is likely to commit a crime, be brave or is a gifted student.",1,none,none,1,2, ,57,7,7,7,7,1, , , , , , , , , ,3,5,3,1, ,1, ,1, ,1,matched (3),matched (3),2,5,1.281045794,1,-1.768382311,-2.265378714,1,0,1,2,-1.281045794,2.265378714,0.056177665,-2.618269205,-0.09934359,4.630100727,1,2,2
R_3fxXBSqfPDVUVBo,1/12/2021 21:49:39,1/12/2021 21:57:20,1,461,2,2,23.293,2,2,11.761,2,2,19.178,2,2,28.041,3,2,2,1,54.516,1,12.083,1,6.453,1,6.218,Answering whether or not to allow AI to make subjective decisions for various groups.,1,none,none,1,2, ,41,2.333333254,3,2,2,1, , , , , , , , , ,3,6,4,1, ,1, ,1, ,1,matched (3),matched (3),2.333333254,4.666666985,0.947712719,2,-0.76838237,-0.72820574,1,0,1,2.333333254,-0.947712481,0.728205562,0.389510989,-2.284935951,-0.299293369,1.755704522,2,2.333333254,4.666666508
R_2S2lYKNCWFin1QW,1/12/2021 21:06:50,1/12/2021 21:15:06,1,495,1,1,8.833,1,1,4.299,1,1,4.617,1,1,4.822,1,1,1,1,78.066,1,91.616,1,85.242,1,18.013,"I was asked about facial recognition software being used in various applications - military, policing, education, corporations.",1,none,none,1,2, ,41,2,2,2,2,1, , , , , , , , , ,3,5,3,1, ,1, ,1, ,1,matched (3),matched (3),1,6,2.281045675,1,-1.768382311,-4.033761024,1,0,1,1,-2.281045675,4.033761024,-0.943822205,-3.618269205,1.669038534,6.398483276,1,1,1
